a_sf1,a_sf2,a_sf3,beam,e_ch_tes,eta,eta_field_tot,eta_field1,eta_field2,eta_field3,eta_therm,eta_rec_therm1,eta_rec_therm2,eta_rec_therm3,m_dot_rec,m_dot_rec1,m_dot_rec2,m_dot_rec3,p_cycle,p_out_net,q_ch_tes,q_dc_tes,q_dot_hx1,q_dot_hx2,q_dot_hx3,q_dot_rec_inc,q_dot_rec_inc1,q_dot_rec_inc2,q_dot_rec_inc3,t_hx_tes_out1,t_hx_tes_out2,t_hx_tes_out3,t_pc_in,t_pc_out,t_rec_in1,t_rec_in2,t_rec_in3,t_rec_out1,t_rec_out2,t_rec_out3,t_tes_cold,t_tes_hot,tdry
m2,m2,m2,W/m2,MWh,-,-,-,-,-,-,-,-,-,kg/s,kg/s,kg/s,kg/s,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0,0,0,0,596.890694,0.489369,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.582969,101.804583,0,213.564358,0,0,0,0,0,0,0,557.294931,557.294931,557.294931,702.909028,528.870486,0,0,0,0,0,0,556.696806,715.460764,16
0,0,0,0,398.676771,0.490260,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.716155,101.937769,0,213.523524,0,0,0,0,0,0,0,556.696806,556.696806,556.696806,702.632569,528.632882,0,0,0,0,0,0,556.131146,715.138264,15
0,0,0,0,199.121128,0.491513,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.903064,102.124687,0,213.466858,0,0,0,0,0,0,0,556.131146,556.131146,556.131146,702.244097,528.298819,0,0,0,0,0,0,555.591354,714.656250,14
0,0,0,0,0,0.492902,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,101.590530,99.842049,0,208.039931,0,0,0,0,0,0,0,555.591354,555.591354,555.591354,701.730903,529.066285,0,0,0,0,0,0,555.121493,713.691389,14
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.121493,555.121493,555.121493,700,537.500000,0,0,0,0,0,0,555.096840,712.072778,13
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.096840,555.096840,555.096840,700,537.500000,0,0,0,0,0,0,555.072222,710.457917,13
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.072222,555.072222,555.072222,700,537.500000,0,0,0,0,0,0,555.047569,708.846736,13
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.047569,555.047569,555.047569,700,537.500000,0,0,0,0,0,0,555.022917,707.239306,13
0,0,0,340,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.022917,555.022917,555.022917,700,537.500000,0,0,0,0,0,0,554.998368,705.640208,15
497442.702222,630437.688889,636038.542222,223,0,0,0.403565,0.394553,0.526557,0.288705,0,0,0,0,0,0,0,0,0,-1.939760,0,0,0,0,0,0,0,0,0,554.998368,554.998368,554.998368,700,537.500000,561.200000,561.200000,561.200000,561.200000,561.200000,561.200000,554.974028,704.054097,19
490409.991111,580455.964444,693496.035556,666,279.874852,0.223017,0.500852,0.519938,0.648497,0.363777,0.770578,0.754515,0.804824,0.752395,980.172523,619.828367,980.173308,608.564220,49.999375,41.867400,528.694931,228.758932,127.485833,200.270868,125.202023,588.534080,169.818364,250.698524,168.017191,717.876806,716.800764,717.918299,700.703750,531.269479,567.407014,566.967882,568.043889,730,730,730,554.574306,714.349340,23
499820.586667,542969.208889,720966.968889,535,516.241458,0.444228,0.536472,0.571722,0.655009,0.422763,0.753675,0.740570,0.771461,0.748994,710.206815,545.829572,710.207383,593.070381,99.927891,92.618602,444.945382,223.766528,112.722448,146.135069,122.340000,506.220338,152.880640,190.272587,163.067093,718.132917,717.536944,717.947917,701.932708,527.539271,565.705972,566.300347,566.896354,730,730,730,553.916701,715.722292,26
510811.022222,546678.613333,705853.440000,497,667.949236,0.443533,0.557312,0.596639,0.643245,0.462297,0.749361,0.739040,0.760155,0.748888,640.818331,539.779592,640.818844,587.201931,99.957431,92.796050,426.896285,224.724635,111.814080,132.432257,121.498316,488.418027,151.470702,174.769173,162.178133,718.122986,717.737153,717.935069,702.198819,528.729201,565.737153,565.793750,566.179514,730,730,730,553.432014,716.108750,27
541073.457778,546095.075556,666936.462222,940,1179.547778,0.441225,0.569580,0.606404,0.612086,0.504901,0.826991,0.820907,0.829556,0.830510,1308.796919,1308.797966,1270.043090,1280.334298,100.419349,88.023811,923.652222,241.430937,268.344340,260.522500,262.600000,939.157404,308.422720,314.201742,316.532907,715.965903,716.043333,716.022569,701.440764,564.638299,576.892500,567.466111,567.388646,730,730,730,554.237049,715.802361,29
533509.866667,570127.822222,617186.844444,949,1693.948472,0.439984,0.582064,0.619641,0.587813,0.544271,0.827728,0.821861,0.830481,0.830842,1346.426153,1346.427230,1293.389361,1296.175022,100.400877,87.794844,937.557986,243.535990,274.691128,264.039514,264.599149,950.547129,313.724942,318.036978,318.785173,715.956389,716.059861,716.054375,701.329861,568.123611,578.453194,568.280660,568.177153,730,730,730,555.284688,715.697431,30
534037.973333,585940.231111,569593.351111,943,2193.441528,0.438532,0.585302,0.617686,0.560356,0.580600,0.824909,0.820635,0.826560,0.827531,1334.510459,1334.511527,1260.474924,1269.927732,100.419731,88.025000,915.549306,242.820972,270.694184,255.908212,257.796944,932.541013,311.065316,309.620267,311.855431,716.062361,716.208125,716.189097,701.419583,566.600035,578.624132,569.222292,569.076597,730,730,730,556.326389,715.683681,31
539080.782222,641836.942222,565029.048889,922,2691.752778,0.438592,0.575692,0.616683,0.520819,0.598914,0.823727,0.818883,0.825371,0.826926,1310.868069,1310.869118,1259.998638,1277.148123,100.443151,88.076380,906.323750,240.949410,264.406406,254.305104,257.711302,926.726969,306.511538,308.207182,312.008284,716.190486,716.290764,716.256597,701.567778,564.265417,578.472604,570.135903,570.035590,730,730,730,557.308576,715.699236,31
533322.986667,689618.346667,542417.920000,883,3159.348333,0.438712,0.563011,0.610757,0.478444,0.623584,0.817496,0.813026,0.818283,0.821178,1219.729699,1202.331589,1185.861610,1219.730675,100.490816,88.809983,845.969722,235.391146,241.487014,238.230417,244.926458,877.629084,287.620178,291.340427,298.668516,716.485000,716.519306,716.449167,701.869306,554.111007,576.059583,570.823576,570.789236,730,730,730,557.671181,715.751319,31
502786.204444,712236.515556,549683.342222,814,3548.070833,0.440293,0.547116,0.586828,0.438180,0.651942,0.804970,0.793023,0.803399,0.818486,1187.034548,974.301935,1014.096298,1187.035498,100.511528,89.926458,744.489444,232.985330,195.912726,203.791267,237.967483,785.915947,240.169707,254.039751,291.706489,717.026875,716.930486,716.545000,702.027986,550.576563,575.265347,570.644306,570.740660,730,730,730,557.799826,715.826250,30
497763.804444,700753.564444,565535.182222,681,3717.644722,0.442671,0.520303,0.548163,0.384916,0.663538,0.769002,0.739542,0.762896,0.804567,1017.374894,791.991389,694.698353,1017.375708,100.512405,90.641797,588.691875,253.893576,159.623889,140.277682,204.289375,625.049956,185.814862,183.687040,255.548036,717.524514,717.824514,716.932431,702.041319,593.533542,592.823750,570.275278,569.975312,730,730,730,562.741076,715.918611,28
493271.075556,666155.875556,604683.164444,486,3800.418611,0.445246,0.464791,0.464024,0.322246,0.622454,0.701647,0.680965,0.664523,0.759452,701.172464,375.651896,350.219934,701.173025,99.932344,93.656250,328.473993,220.401146,74.309141,69.339219,137.548759,398.492373,111.240231,104.327822,182.924320,719.454028,719.591736,718.151389,702.777708,527.543229,570.329687,573.287049,573.149340,730,730,730,560.858438,716.027847,25
0,0,0,72,3610.010278,0.487754,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.444089,101.662057,0,213.838524,0,0,0,0,0,0,0,560.858438,560.858438,560.858438,703.330069,529.409792,0,0,0,0,0,0,559.260417,715.978194,22
0,0,0,0,3419.766111,0.488202,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.408264,101.629870,0,213.618524,0,0,0,0,0,0,0,559.260417,559.260417,559.260417,703.271319,529.181667,0,0,0,0,0,0,557.886389,715.925833,20
0,0,0,0,3229.288056,0.488374,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.434062,101.655677,0,213.610486,0,0,0,0,0,0,0,557.886389,557.886389,557.886389,703.217847,529.135764,0,0,0,0,0,0,556.699618,715.870347,18
0,0,0,0,3038.566944,0.488557,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.461415,101.683021,0,213.601979,0,0,0,0,0,0,0,556.699618,556.699618,556.699618,703.161181,529.087083,0,0,0,0,0,0,555.663507,715.811458,17
0,0,0,0,2847.588889,0.488751,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.490503,101.712109,0,213.592951,0,0,0,0,0,0,0,555.663507,555.663507,555.663507,703.100833,529.035278,0,0,0,0,0,0,554.750243,715.748611,15
0,0,0,0,2656.341944,0.488958,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.521554,101.743168,0,213.583333,0,0,0,0,0,0,0,554.750243,554.750243,554.750243,703.036458,528.979965,0,0,0,0,0,0,553.938507,715.681458,14
0,0,0,0,2464.810556,0.489181,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.554826,101.776441,0,213.573056,0,0,0,0,0,0,0,553.938507,553.938507,553.938507,702.967431,528.920660,0,0,0,0,0,0,553.211528,715.609375,13
0,0,0,0,2272.978472,0.489420,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.590625,101.812240,0,213.562014,0,0,0,0,0,0,0,553.211528,553.211528,553.211528,702.893125,528.856840,0,0,0,0,0,0,552.556042,715.531597,13
0,0,0,0,2080.824306,0.489679,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.629366,101.850981,0,213.550087,0,0,0,0,0,0,0,552.556042,552.556042,552.556042,702.812708,528.787743,0,0,0,0,0,0,551.961146,715.447014,12
0,0,0,0,1888.324444,0.489962,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.671606,101.893220,0,213.537135,0,0,0,0,0,0,0,551.961146,551.961146,551.961146,702.725069,528.712396,0,0,0,0,0,0,551.418090,715.354514,11
0,0,0,0,1695.452361,0.490273,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.717977,101.939601,0,213.522969,0,0,0,0,0,0,0,551.418090,551.418090,551.418090,702.628750,528.629618,0,0,0,0,0,0,550.919618,715.252569,11
0,0,0,327,1476.437639,0.447065,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,100.688576,98.674184,0,223.960382,0,0,0,0,0,0,0,550.919618,550.919618,550.919618,703.167292,541.867083,0,0,0,0,0,0,551.032708,715.138333,13
497592.053333,630227.502222,636105.031111,635.000017,1399.750139,0.446569,0.405193,0.395573,0.529053,0.290004,0.516186,0.482773,0.565215,0.500570,567.245116,344.174853,567.245570,279.850239,100.473403,93.661026,292.261354,245.203338,72.550820,118.749878,59.149627,325.410987,89.616791,151.805138,83.989076,670.885833,670.060625,671.207188,701.809809,578.972656,582.836528,562.396528,563.221771,682.228750,682.228750,682.228750,552.549514,715.244236,16.000000
490630.364444,580235.840000,693506.488889,777,1718.204444,0.446388,0.501245,0.519997,0.648984,0.364370,0.789976,0.772396,0.822282,0.775249,1160.976435,763.419633,1160.977363,739.081204,100.394948,91.092821,641.944514,231.844462,158.067587,238.879722,153.099427,687.165440,198.233209,292.589920,196.342293,717.275903,716.249583,717.352222,701.314861,548.262604,571.200000,565.860799,566.887083,730,730,730,553.282639,715.510069,19
499579.271111,543404.444444,720798.080000,849,2112.493472,0.446135,0.536665,0.571348,0.655270,0.423210,0.809779,0.795558,0.825542,0.808236,1209.584672,975.299072,1209.585639,1017.847649,100.400226,89.723003,769.383819,234.370000,201.046771,248.519097,209.682274,803.628942,242.333084,302.308978,258.986862,716.696111,716.156597,716.590625,701.366806,554.489063,573.513889,566.586563,567.126042,730,730,730,553.740104,715.598194,22
511288.995556,546441.137778,705554.631111,891,2562.238889,0.444787,0.557402,0.596146,0.643481,0.462658,0.818815,0.806779,0.829278,0.820387,1265.165037,1124.084415,1265.166049,1164.047390,100.398394,88.796467,850.122153,237.643611,230.624132,259.090156,238.693837,875.726151,271.579271,313.297493,290.849351,716.377639,716.077431,716.289583,701.338333,560.681215,575.717847,567.362465,567.662708,730,730,730,554.596667,715.621944,25
540570.240000,547261.368889,666793.955556,915,3048.970556,0.444212,0.569712,0.606602,0.611897,0.505182,0.823566,0.818253,0.825856,0.826589,1260.102005,1260.103013,1240.362395,1248.515369,100.414045,88.347908,891.964097,237.049306,256.829861,252.869323,254.505191,914.661902,300.038329,306.403627,308.219982,716.154861,716.195069,716.178403,701.444653,560.055069,575.787500,568.441771,568.401562,730,730,730,555.502778,715.630556,26
534171.768889,570388.088889,617142.755556,925,3541.976667,0.443405,0.582128,0.619123,0.588178,0.544517,0.824205,0.818888,0.826735,0.826991,1305.618805,1305.619849,1264.749575,1266.602179,100.418976,88.104774,907.983472,239.502656,264.599167,256.445521,256.815226,927.083236,305.914098,310.327964,310.841138,716.135625,716.216597,716.212917,701.443819,564.858785,578.155868,569.367118,569.286146,730,730,730,556.936667,715.641458,27
535688.106667,586331.520000,570041.635556,923,4025.923611,0.442488,0.585093,0.616544,0.560512,0.580822,0.821618,0.817723,0.823078,0.824054,1307.023486,1307.024532,1240.912716,1250.618442,100.440981,88.239974,891.859444,239.234323,262.727222,249.642865,251.564566,913.782329,304.844089,303.339911,305.598364,716.246181,716.377014,716.357431,701.590764,564.900000,579.073924,570.690521,570.559653,730,730,730,558.594583,715.672222,28
539454.080000,641408.284444,565014.186667,905,4512.796667,0.441377,0.575831,0.616085,0.521200,0.599415,0.820284,0.815807,0.821714,0.823330,1289.130667,1289.131698,1247.162124,1265.315067,100.478177,88.250833,884.276181,237.820816,256.732049,248.503750,252.063316,909.823289,300.776391,302.543502,306.503396,716.411667,716.494236,716.458194,701.812778,562.860486,579.377917,572.182951,572.100347,730,730,730,560.309757,715.715278,29
533873.813333,689322.595556,542194.453333,870,4973.483333,0.442717,0.563110,0.610418,0.478874,0.623620,0.813960,0.809781,0.814650,0.817448,1216.793284,1195.831712,1184.031920,1216.794257,100.530443,88.878967,829.254583,232.728559,236.073663,233.780451,240.146597,864.874667,283.521031,287.186133,294.167484,716.731736,716.755972,716.689167,702.155139,555.110521,578.058333,573.578021,573.553785,730,730,730,560.986076,715.779097,28
503022.044444,712048.497778,549673.244444,811,5362.843333,0.443755,0.547277,0.586557,0.438592,0.652122,0.802194,0.790145,0.800571,0.815867,1202.297284,984.765074,1027.200822,1202.298246,100.555182,89.854158,739.629583,231.409340,194.218420,202.458299,236.394705,783.266916,239.286453,253.274489,290.705973,717.249722,717.149931,716.771111,702.306806,553.712951,578.055000,573.736319,573.836146,730,730,730,561.504236,715.852847,27
498043.840000,700775.751111,565234.204444,689,5607.728333,0.444663,0.500486,0.526895,0.370722,0.638098,0.770011,0.755430,0.755953,0.798649,1003.209402,699.385764,684.188439,1003.210205,100.588229,91.986571,549.968924,227.051181,138.206493,135.245321,197.200972,608.307556,180.805316,178.997369,248.504889,718.069931,718.118542,717.244931,702.545278,543.842222,575.417222,573.434306,573.385694,730,730,730,557.272917,715.938542,26
493222.044444,666464.782222,604426.026667,498,5611.537222,0.446197,0.380169,0.379340,0.263725,0.509242,0.673361,0.643431,0.637538,0.739114,552.233323,300.834868,272.327724,552.233765,100.535512,94.975382,268.557396,227.797743,61.601445,55.830642,112.203628,333.989333,93.175316,87.530178,153.283840,719.555903,719.749583,718.298264,702.203333,542.370243,572.223819,567.716979,567.523333,730,730,730,554.317292,715.988611,24
476259.128889,591432.675556,695892.622222,70,5433.860000,0.493109,0.287075,0.299718,0.204548,0.348562,0.187218,0.158345,0.135023,0.268285,21.136449,7.426423,5.315567,21.136466,100.359297,97.221198,8.482793,208.635035,1.596914,1.145220,4.513729,35.439696,9.992030,8.468331,16.979333,724.768333,725.097361,723.595417,701.628403,529.601215,561.200000,559.548924,559.219896,730,730,730,549.161076,715.931875,20
0,0,0,0,5245.925000,0.488322,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.426259,101.647865,0,213.612917,0,0,0,0,0,0,0,549.161076,549.161076,549.161076,703.234028,529.149653,0,0,0,0,0,0,546.903403,715.897292,18
0,0,0,0,5057.827222,0.488434,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.443125,101.664731,0,213.607674,0,0,0,0,0,0,0,546.903403,546.903403,546.903403,703.199097,529.119618,0,0,0,0,0,0,545.600139,715.861319,17
0,0,0,0,4869.560000,0.488552,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.460660,101.682266,0,213.602222,0,0,0,0,0,0,0,545.600139,545.600139,545.600139,703.162708,529.088403,0,0,0,0,0,0,544.748229,715.823958,15
0,0,0,0,4681.119444,0.488673,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.478898,101.700503,0,213.596545,0,0,0,0,0,0,0,544.748229,544.748229,544.748229,703.124931,529.055938,0,0,0,0,0,0,544.145486,715.785069,14
0,0,0,0,4492.500278,0.488800,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.497891,101.719505,0,213.590660,0,0,0,0,0,0,0,544.145486,544.145486,544.145486,703.085486,529.022083,0,0,0,0,0,0,543.694549,715.744514,13
0,0,0,0,4303.696667,0.488933,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.517708,101.739323,0,213.584514,0,0,0,0,0,0,0,543.694549,543.694549,543.694549,703.044444,528.986806,0,0,0,0,0,0,543.342951,715.702153,12
0,0,0,0,4114.701389,0.489071,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.538411,101.760026,0,213.578125,0,0,0,0,0,0,0,543.342951,543.342951,543.342951,703.001458,528.949896,0,0,0,0,0,0,543.059687,715.657847,11
0,0,0,0,3925.508056,0.489216,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.560087,101.781701,0,213.571424,0,0,0,0,0,0,0,543.059687,543.059687,543.059687,702.956528,528.911285,0,0,0,0,0,0,542.825486,715.611458,10
0,0,0,0,3736.110000,0.489368,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.582804,101.804418,0,213.564410,0,0,0,0,0,0,0,542.825486,542.825486,542.825486,702.909375,528.870799,0,0,0,0,0,0,542.627674,715.562778,10
0,0,0,0,3546.499167,0.489527,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.606658,101.828273,0,213.557066,0,0,0,0,0,0,0,542.627674,542.627674,542.627674,702.859861,528.828264,0,0,0,0,0,0,542.457500,715.511597,10
0,0,0,370,3331.413611,0.447169,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,100.733880,98.719479,0,224.008750,0,0,0,0,0,0,0,542.457500,542.457500,542.457500,703.453056,542.123542,0,0,0,0,0,0,543.365521,715.457639,12
497723.075556,630034.186667,636173.368889,656.999983,3232.423194,0.446492,0.406721,0.396527,0.531395,0.291225,0.534473,0.500018,0.582918,0.520484,583.901432,361.674956,583.901899,290.413309,100.440221,93.524065,315.519583,248.207083,79.353620,127.262569,63.900451,344.178204,94.681609,160.615342,88.881253,670.613542,669.771389,670.976667,701.600486,579.508750,580.937135,557.369462,558.211615,684.457274,684.457274,684.457274,546.573542,715.472378,15.000001
490849.244444,580023.431111,693510.684444,796,3576.136389,0.446204,0.501614,0.520038,0.649443,0.364936,0.796622,0.778691,0.828327,0.782849,1163.223309,772.967808,1163.224239,743.106649,100.315217,90.974193,665.180278,234.198628,164.895955,246.634184,158.615469,704.491662,203.187342,299.846969,201.457333,716.855486,715.822917,716.951250,700.811875,548.109236,567.895208,560.822361,561.854896,730,730,730,548.330486,715.513819,18
499359.004444,543816.711111,720631.608889,873,3967.440833,0.446202,0.536846,0.570983,0.655523,0.423633,0.815693,0.800643,0.831854,0.814581,1221.224375,993.655234,1221.225352,1027.327242,100.314288,89.528741,800.064583,237.033281,210.443437,257.819931,217.464896,826.637653,248.914471,311.210844,266.512302,716.278472,715.746042,716.193681,700.805972,555.473646,571.200000,562.052049,562.584479,730,730,730,549.774167,715.505000,21
511747.057778,546214.826667,705269.973333,917,4417.143333,0.445693,0.557485,0.595665,0.643713,0.463000,0.824160,0.811330,0.835046,0.826105,1282.978133,1150.389385,1282.979160,1180.752747,100.316007,88.545651,883.517778,240.026267,241.182830,268.521076,247.448281,901.388373,279.529156,322.422222,299.436978,716.013542,715.729444,715.946181,700.815139,562.499063,573.938507,563.760625,564.044688,730,730,730,552.428958,715.483056,24
540089.813333,548380.906667,666664.817778,939,4906.265000,0.444042,0.569837,0.606782,0.611731,0.505446,0.827561,0.821161,0.830469,0.831053,1299.575151,1299.576190,1267.400915,1273.467646,100.348333,88.010017,924.570278,240.227118,267.979844,261.448924,262.680573,939.132658,307.726044,314.998471,316.408142,715.905000,715.969931,715.957569,701.029444,564.035000,576.098542,566.523958,566.459028,730,730,730,556.212986,715.477569,26
534833.635556,570667.093333,617139.342222,945,5407.678333,0.443344,0.582186,0.618615,0.588538,0.544742,0.826133,0.820265,0.828975,0.829159,1352.398538,1352.399620,1302.992450,1303.766376,100.395200,87.722413,933.118403,241.756007,272.823576,263.012500,263.166233,947.738027,312.659093,317.387271,317.691698,716.101944,716.196875,716.195347,701.293125,569.519132,579.942292,570.111007,570.016146,730,730,730,564.602604,715.504931,27
537326.293333,586747.946667,570522.880000,939,5595.094444,0.442818,0.339131,0.356841,0.325086,0.336897,0.753497,0.753166,0.753072,0.754253,701.392672,701.393233,694.676625,701.010734,100.569835,93.017109,475.833472,227.508663,136.076615,134.791901,136.003472,539.634809,180.043733,179.108373,180.482702,718.281736,718.302708,718.282917,702.403611,545.472569,576.985382,576.320833,576.299896,730,730,730,559.394167,715.635347,28
539827.946667,640994.915556,565006.400000,921,5595.576111,0.441493,0.208674,0.222997,0.188967,0.217347,0.680192,0.674334,0.681731,0.684510,383.511506,381.344661,376.799195,383.511813,100.522873,95.372483,269.337170,230.072708,76.913194,76.007934,77.344740,335.528889,110.869867,111.557840,113.101173,719.213958,719.238194,719.202500,702.095347,546.172812,574.810833,570.180208,570.155972,730,730,730,557.291771,715.707847,29
534380.977778,689014.257778,542026.026667,885,5599.485000,0.442667,0.217436,0.235532,0.185042,0.240775,0.684722,0.676975,0.686581,0.690611,390.400988,381.556690,379.201331,390.401300,100.510747,95.321918,274.807951,229.876250,77.892969,77.418194,79.675417,339.721813,111.389502,112.834311,115.498000,719.080764,719.093403,719.033750,702.030903,545.132917,573.546354,568.211007,568.198368,730,730,730,555.816563,715.772847,28
503256.675556,711861.831111,549662.933333,824,5602.934444,0.443624,0.233404,0.249973,0.187170,0.278110,0.685180,0.664426,0.683188,0.707926,432.564543,346.156919,363.628182,432.564889,100.504089,95.321884,274.793368,229.699201,71.349965,74.905130,88.908863,339.411022,103.659653,109.788996,125.962364,719.187292,719.086944,718.726319,701.983056,544.193299,572.477465,566.629306,566.729618,730,730,730,554.644549,715.830972,27
498310.257778,700803.413333,564941.155556,715,5606.050556,0.444409,0.268423,0.282383,0.199075,0.342134,0.684166,0.660673,0.666938,0.724887,481.994153,331.418932,320.221313,481.994539,100.490217,95.252318,274.535035,229.604236,68.803516,66.506910,99.586484,338.561102,100.610604,99.751156,138.199360,719.203472,719.272917,718.419097,701.925972,543.277187,571.200000,565.441076,565.371632,730,730,730,553.583507,715.882431,26
493174.577778,666769.280000,604171.733333,215,5497.368889,0.446430,0.466580,0.465332,0.323849,0.625118,0.547323,0.511367,0.501554,0.629049,241.458647,121.140690,110.175179,241.458840,100.459401,96.208212,116.303299,225.980851,25.586769,23.292977,50.618598,176.966809,49.340280,46.425564,81.200960,721.017986,721.178403,719.766458,701.716667,530.555313,565.022535,562.565486,562.405104,730,730,730,548.408229,715.890000,23
476495.253333,592083.840000,695025.777778,80,5321.666111,0.493408,0.289531,0.301448,0.206211,0.352340,0.214959,0.182398,0.160190,0.302289,26.637005,9.837909,7.051849,26.637026,100.348255,97.190304,11.233677,208.497066,2.181989,1.567232,5.867267,40.849436,11.491072,9.767542,19.590820,724.290694,724.647639,723.080069,701.538194,529.551319,561.200000,554.117535,553.760590,730,730,730,545.918958,715.834306,20
0,0,0,0,5133.720556,0.488635,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.473108,101.694714,0,213.598351,0,0,0,0,0,0,0,545.918958,545.918958,545.918958,703.136944,529.066250,0,0,0,0,0,0,544.706632,715.798958,18
0,0,0,0,4945.607778,0.488750,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.490339,101.711953,0,213.593003,0,0,0,0,0,0,0,544.706632,544.706632,544.706632,703.101181,529.035556,0,0,0,0,0,0,543.946806,715.762222,16
0,0,0,0,4757.323889,0.488870,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.508264,101.729878,0,213.587448,0,0,0,0,0,0,0,543.946806,543.946806,543.946806,703.064028,529.003611,0,0,0,0,0,0,543.423333,715.723958,15
0,0,0,0,4568.862500,0.488994,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.526936,101.748542,0,213.581667,0,0,0,0,0,0,0,543.423333,543.423333,543.423333,703.025278,528.970382,0,0,0,0,0,0,543.038507,715.684097,13
0,0,0,0,4380.218889,0.489124,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.546406,101.768021,0,213.575642,0,0,0,0,0,0,0,543.038507,543.038507,543.038507,702.984861,528.935660,0,0,0,0,0,0,542.742014,715.642500,12
0,0,0,0,4191.387222,0.489260,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.566736,101.788351,0,213.569375,0,0,0,0,0,0,0,542.742014,542.742014,542.742014,702.942708,528.899444,0,0,0,0,0,0,542.505174,715.599028,11
0,0,0,0,4002.360000,0.489403,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.587995,101.809618,0,213.562813,0,0,0,0,0,0,0,542.505174,542.505174,542.505174,702.898611,528.861528,0,0,0,0,0,0,542.310382,715.553542,10
0,0,0,0,3813.130278,0.489552,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.610286,101.831901,0,213.555955,0,0,0,0,0,0,0,542.310382,542.310382,542.310382,702.852361,528.821771,0,0,0,0,0,0,542.146285,715.505764,9
0,0,0,0,3623.691667,0.489708,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.633681,101.855295,0,213.548767,0,0,0,0,0,0,0,542.146285,542.146285,542.146285,702.803750,528.780069,0,0,0,0,0,0,542.005312,715.455556,9
0,0,0,0,3434.034722,0.489873,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.658273,101.879896,0,213.541233,0,0,0,0,0,0,0,542.005312,542.005312,542.005312,702.752708,528.736181,0,0,0,0,0,0,541.882118,715.402778,9
0,0,0,348,3218.890278,0.447129,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,100.716623,98.702231,0,223.990295,0,0,0,0,0,0,0,541.882118,541.882118,541.882118,703.344236,542.025868,0,0,0,0,0,0,542.790729,715.346944,11
497837.751111,629857.368889,636241.742222,625.000017,3107.899375,0.446492,0.408151,0.397417,0.533589,0.292372,0.517729,0.482280,0.566772,0.504135,540.136612,333.832445,540.137044,267.662061,100.440004,93.735562,292.514201,247.235156,73.518941,118.169288,59.114123,321.431716,88.332080,150.049191,83.050436,667.755174,666.933160,668.110208,701.599115,578.655469,580.862934,556.982552,557.804566,681.780434,681.780434,681.780434,545.797726,715.364705,13.000000
