q_sf_des,cycle_design_power,solar_multiple,h_tower,dni_design_point,receiver_height,receiver_tube_diam,riser_inner_diam,downcomer_inner_diam,hours_tes,dT_approach_charge_hx,dT_approach_ht_disch_hx,dT_approach_lt_disch_hx,Annual energy,Capacity factor,LCOE (real),PPA price (year 1),Annual gross cycle,Annual rec to particle,TOU 1 frac,TOU1 cap fac,TOU 2 frac,TOU2 cap fac,TOU 3 frac,TOU3 cap fac,TOU 4 frac,TOU4 cap fac,Cap fac weighted,Cap fac weighted MIN0,Site improvement,A_sf,N_hel_pre,q_sf_des_pre,total_q_rec_inc,Heliostats,Tower,Receiver,Storage,Power block,Contingency,Recirculator cost,Cycle efficiency,Design CR deltaP,Direct costs subtotal,Indirect costs subtotal,Net capital cost,NPV costs,OM lifetime total,Analysis period,Cost per capacity,Tower height,Charge HX duty,Discharge HX (hot) duty,Discharge HX (cold) duty,Charge HX UA,Discharge HX (hot) UA,Discharge HX (cold) UA,Charge HX effectiveness,Discharge HX (hot) effectiveness,Discharge HX (cold) effectiveness,Charge HX cost,Discharge (hot) HX cost,Discharge (cold) HX cost,Riser cost,Downcomer cost
689.5411391,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,495144772.3,75.62616765,6.197309922,7.453212805,543455381.4,1405085232,0.05890411,102.8107873,0.068721461,100.1055973,0.207534247,82.47080577,0.663926941,88.47083509,0.800485735,0.800485735,14672611.16,1467261.116,20169.734,689.5411391,1628843.255,110044583.7,12032241.51,7440660.343,87695488.55,49827000,23190605.38,0,0.419377131,2.508933478,354484967.9,33183557.16,422036478.1,505769387.6,147407305.6,30,5186.860204,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,37180178.05,11081308.07,5692693.462,4480441.665,4570725.375
720.4837599,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,559735622.1,85.49148121,4.804901317,5.778678332,624470689.5,1376546430,0.05890411,106.4046218,0.068721461,101.261881,0.207534247,102.499384,0.663926941,92.23001392,0.922741876,0.922741876,15290006.94,1529000.694,21018.43562,720.4837599,1665982.162,114675052.1,11659229.28,7137082.184,49130747.76,49827000,19767842.04,0,0.455139797,2.286648516,302165585.5,28474812.74,360369946.1,443286540.8,147229123.1,30,4423.845147,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,19234802,5732806.505,2945059.366,2259758.912,2305294.472
671.9015465,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,569070730.2,86.91728329,5.383780468,6.475040879,634494609.7,1269873554,0.05890411,93.29559746,0.068721461,100.1455943,0.207534247,102.2201872,0.663926941,95.44487912,0.938364575,0.938364575,14307068.37,1430706.837,19667.24119,671.9015465,1440334.955,107303012.8,13420860.79,7269806.638,51361766.45,49827000,20672489.4,0,0.49340085,2.100817035,315993766.6,29719349.04,378250327.9,504975975.8,228791494.1,30,4625.512481,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,22200315.46,6616658.33,3399112.035,3129919.224,3192989.059
704.2285985,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,533413285.8,81.4711269,5.642057658,6.785498233,605945164,1393538148,0.05890411,103.9277576,0.068721461,99.86166304,0.207534247,101.1005756,0.663926941,90.01090335,0.89255181,0.89255181,14969550.04,1496955.004,20577.9204,704.2285985,1692113.426,112271625.3,9661111.703,8532742.588,67187985.19,49827000,22101033.8,0,0.421135936,2.496931735,337830088.1,31684617.98,402761944.9,496042028.2,165688791.7,30,4943.968881,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,25455973.87,7586985.953,3897589.082,5935884.725,6055496.526
734.1697003,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,560972429.4,85.68038555,5.018376249,6.035311041,602651587.8,1409833474,0.05890411,103.704046,0.068721461,100.328926,0.207534247,100.3925316,0.663926941,88.74969584,0.888820249,0.888820249,15552854.42,1555285.442,21379.75805,734.1697003,1768832.46,116646408.1,11764315.22,6319394.512,65401700.38,49827000,21862517.18,0,0.418316459,2.516595694,334184191.1,31356487.25,397495393.6,464004147.2,115722932.4,30,4890.797872,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,30109443.3,8973921.978,4610086.342,2925927.291,2984886.561
731.2893616,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,579670067.7,88.53617805,5.017609109,6.034460328,623024207.5,1364858675,0.05890411,105.8314045,0.068721461,101.0338404,0.207534247,102.1614766,0.663926941,91.92666956,0.920021872,0.920021872,15498081.26,1549808.126,21304.46432,731.2893616,1696920.334,116235609.4,10392997.8,8189368.739,68228323.49,49827000,21770486.56,0,0.448811316,2.322131554,332777437.4,31229879.41,396435071.7,479396464.1,146524036.3,30,4870.282067,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,20082006.02,5985310.103,3074775.603,3059778.296,3121434.748
689.6965698,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,560048975.6,85.5393414,4.864195366,5.849998161,625328853.7,1358565577,0.05890411,105.2319727,0.068721461,101.3042343,0.207534247,102.5149885,0.663926941,92.25060626,0.923243148,0.923243148,14675789.32,1467578.932,20174.10285,689.6965698,1603904.123,110068419.9,11462016.97,5072406.829,59012420.87,49827000,19924212.28,0,0.443487707,2.353271456,304555816.3,28689933.51,363287586.8,449008066.1,152410522.7,30,4458.703779,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,25180109.22,7504766.304,3855351.175,1549424.135,1580646.003
687.6551315,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,509116379.5,77.76012759,6.148870843,7.395114585,542302364.8,1502274512,0.05890411,97.63599001,0.068721461,98.13878449,0.207534247,92.69653965,0.663926941,85.97220077,0.794806391,0.794806391,14633986.86,1463398.686,20116.63917,687.6551315,1760092.928,109754901.4,11247323.71,10206993.85,80955818.11,49827000,22085673.37,0,0.364176886,2.992826034,337595292.9,31663486.41,403192973.7,515976077.1,202163614.7,30,4940.544676,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,29493363.37,8790303.396,4515757.74,3587060.527,3659342.046
719.4531457,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,583317505.3,89.09327113,5.375657825,6.465136429,633497828.3,1284777928,0.05890411,99.23958085,0.068721461,102.2129581,0.207534247,102.1356333,0.663926941,94.46689055,0.937272555,0.937272555,15269951.38,1526995.138,20990.8663,719.4531457,1587494.145,114524635.3,10121934.69,6119603.789,82405152.3,49827000,22713799.87,0,0.468919441,2.214467381,347196655.1,32527609,414138344.5,516837185.3,183059590.1,30,5080.568956,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,37130945.06,11066634.5,5685155.35,4494387.211,4584951.932
729.7891577,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,576508833.1,88.05334541,4.693937519,5.645307599,633565811,1229519561,0.05890411,90.87075063,0.068721461,100.7539457,0.207534247,102.1694137,0.663926941,95.75030398,0.939275439,0.939275439,15469436.4,1546943.64,21265.08776,729.7891577,1529405.999,116020773,10116142.2,4804441.494,47857441.98,49827000,18967721.85,0,0.50172614,2.066056578,289935176.8,27374075.95,346561842.9,446026226.6,178487070,30,4245.479395,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,17067085.98,5086732.97,2613158.243,2288063.186,2334169.094
672.8090848,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,585570636.8,89.43740422,4.742049715,5.703047183,632391781.3,1344999574,0.05890411,107.084442,0.068721461,101.9545893,0.207534247,103.1635888,0.663926941,93.26670352,0.935137428,0.935137428,14326107.43,1432610.743,19693.41321,672.8090848,1552531.313,107445805.7,11326630.01,4748453.274,76712770.38,49827000,20894235.51,0,0.448688819,2.322882415,319383314.2,30024408.33,380447745.4,457680616.6,136157413.4,30,4674.944943,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,32227277.4,9605128.533,4934349.995,4124857.625,4207976.093
724.5539431,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,555736956.4,84.88074314,5.012182168,6.02795187,621718158.4,1238295078,0.05890411,84.01150637,0.068721461,100.9855534,0.207534247,101.1509599,0.663926941,94.64432168,0.920015467,0.920015467,15368857.63,1536885.763,21126.82748,724.5539431,1544243.555,115266432.2,9048481.024,9200583.667,51829412.73,49827000,20645844.56,0,0.491862415,2.107629615,315586481.1,29682693.35,376181268,459106299,146899047.6,30,4619.572715,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,27462179.11,8184922.26,4204761.13,4973130.388,5073342.084
711.4594384,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,544632298.2,83.18466799,5.625331252,6.765392126,612370682.3,1345024001,0.05890411,104.38881,0.068721461,100.31522,0.207534247,101.4282091,0.663926941,90.62073186,0.903186566,0.903186566,15113181.49,1511318.149,20775.36301,711.4594384,1691632.45,113348861.2,14242601.06,5832300.034,85289578.12,49827000,22391748.88,0,0.424730026,2.472288004,342273875.8,32084558.87,408126544.4,504973537.4,172244055.3,30,5008.776161,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,33006160.92,9837269.654,5053605.612,5006642.754,5107529.746
726.9794556,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,575840081.3,87.9512033,4.758472711,5.722817916,631818620.6,1197102045,0.05890411,83.45823851,0.068721461,101.0998862,0.207534247,101.9285905,0.663926941,96.74081735,0.936225851,0.936225851,15415575.21,1541557.521,21191.04764,726.9794556,1484461.61,115616814,8841349.472,7331391.023,50508147.09,49827000,20395738.61,0,0.510562982,2.030927316,311763433,29338619.02,371573441.1,451633969.4,141641221.3,30,4563.818172,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,23022877.99,6861817.694,3525055.389,5122088.737,5225302.037
718.5013612,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,568040294.9,86.75989928,4.813215215,5.788713166,633351957.1,1305632476,0.05890411,102.5339357,0.068721461,100.0448557,0.207534247,102.7633947,0.663926941,95.12048083,0.936556714,0.936556714,15251397.84,1525139.784,20965.36173,718.5013612,1566345.895,114385483.8,13323955.02,5977220.272,49826615.53,49827000,19694622.86,0,0.495496854,2.091855529,301046378,28374084.06,359355118.9,450641881.1,162909373.2,30,4407.522856,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,17432535.8,5195652.892,2669112.624,4130311.099,4213539.459
688.8600415,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,584970871.4,89.34579878,4.452608446,5.355066119,637092207.2,1285628976,0.05890411,99.10486281,0.068721461,101.3116688,0.207534247,102.8371096,0.663926941,95.11199737,0.942122346,0.942122346,14658675.52,1465867.552,20150.57741,688.8600415,1512128.484,109940066.4,10682937.76,8641194.398,43858284.42,49827000,18250135.17,0,0.47629051,2.178373616,278966351.9,26386881.71,333506569.5,429304927,171914615.4,30,4085.512321,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,20804024.23,6200502.89,3185324.517,3934463.105,4013745.004
700.3623339,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,596001702.3,91.03059787,4.388546283,5.277828232,635570061.8,1315341270,0.05890411,104.2892971,0.068721461,101.5684741,0.207534247,102.9303849,0.663926941,94.3298932,0.939242439,0.939242439,14892053.58,1489205.358,20471.39007,700.3623339,1569111.242,111690401.8,11751237.19,7702993.955,60859252.7,49827000,20573433.12,0,0.468385205,2.217130949,314479620.5,29583075.89,373942608.5,431107232.7,98758087.03,30,4603.430488,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,27793274.89,8283603.184,4255455.529,4356627.204,4444415.975
685.8738193,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,564410548.8,86.20550832,5.627806314,6.768392849,626099508.1,1351953431,0.05890411,105.5944638,0.068721461,100.9581052,0.207534247,102.3376516,0.663926941,92.95733031,0.924004526,0.924004526,14597404.7,1459740.47,20066.35158,685.8738193,1580609.189,109480535.3,9611728.541,8475084.447,74077528.5,49827000,22950849.64,0,0.459607509,2.262455944,350820130.2,32853721.76,418492409.8,523541834.6,187361580.8,30,5133.412968,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,31855146.92,9494217.484,4877372.732,4834778.746,4932202.57
715.3279309,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,507043755.6,77.44356442,6.085146134,7.318494242,563795500.8,1427208886,0.05890411,97.51709864,0.068721461,97.66584698,0.207534247,96.59916943,0.663926941,86.69063958,0.828795025,0.828795025,15189316.14,1518931.614,20880.02129,715.3279309,1778026.474,113919871,10388958.53,7537540.893,67396123.63,49827000,21567247.89,0,0.395434508,2.693827466,329670789.2,30950281.07,393924060.4,508549904.2,205813572.9,30,4824.975351,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,28559570.26,8511992.489,4372783.763,2878704.664,2936712.369
756.5959646,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,538688208.5,82.27679469,5.431521113,6.532154023,617082587.2,1347609639,0.05890411,105.5362698,0.068721461,100.6083726,0.207534247,101.8064403,0.663926941,91.09793929,0.91133737,0.91133737,15968780.61,1596878.061,21951.50937,756.5959646,1764135.99,119765854.6,11252855.11,4287661.354,78428444.61,49827000,22963538.51,0,0.436058746,2.398528048,351014088.7,32871178.03,417267302.1,482254254,112443610.2,30,5136.241619,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,30713336.91,9153908.505,4702549.084,5103803.836,5206648.685
722.6929973,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,591418369.4,90.3305604,4.723672837,5.681025374,632705691.2,1254518339,0.05890411,92.41860599,0.068721461,100.1520615,0.207534247,102.503093,0.663926941,95.52564755,0.937597873,0.937597873,15332876.4,1533287.64,21077.36599,722.6929973,1534054.919,114996573,8405640.906,6572779.837,53598762.66,49827000,20099686.54,0,0.499837501,2.073724603,307238065.6,28931335.95,366737839.4,460459827.2,167303453.8,30,4497.821149,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,25854198.66,7705674.239,3958561.669,5472348.29,5582619.54
719.0959628,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,527010103.5,80.49313388,5.670461432,6.819834566,609508778.4,1402538980,0.05890411,103.9762067,0.068721461,100.8477513,0.207534247,101.1067593,0.663926941,90.36550567,0.900337347,0.900337347,15262992.26,1526299.226,20981.29996,719.0959628,1711111.44,114472441.9,12780232.76,4429222.843,60353155.44,49827000,20118661,0,0.432400286,2.421548483,307528103.9,28957439.4,368191309,492554700.9,224592459.2,30,4502.051007,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,28695738.03,8552576.4,4393632.544,3281421.87,3347544.579
731.7128215,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,588379272,89.86638243,4.940536053,5.941726745,637297790.8,1270596755,0.05890411,101.0591329,0.068721461,101.9800473,0.207534247,102.8146543,0.663926941,95.23607827,0.942498775,0.942498775,15506152.38,1550615.238,21315.55926,731.7128215,1587336.869,116296142.9,13645780.76,4571120.45,60198345.94,49827000,22234712.38,0,0.482300015,2.150213372,339873460.6,31868521.5,404492605.7,479124703.5,130766195,30,4973.769002,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,24360916.14,7260611.184,3729923.721,5244314.101,5349990.319
696.3647646,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,534788891.6,81.68123069,5.656922864,6.80352514,588669866.6,1464159833,0.05890411,101.6513668,0.068721461,100.0169365,0.207534247,99.4574475,0.663926941,88.3382063,0.867583548,0.867583548,14811420.23,1481142.023,20360.54761,696.3647646,1719791.163,111085651.7,9364882.515,5947377.297,63728979.99,49827000,20648344.99,0,0.409393019,2.581959141,315624702,29686133.23,377608622.3,498631557.3,218137480,30,4620.130121,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,18589367.23,5540438.908,2846236.217,4689107.543,4783596.001
701.094695,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,566971138.2,86.59660113,5.049953962,6.073371592,618897686.9,1369791192,0.05890411,105.0066049,0.068721461,100.8005807,0.207534247,102.2382609,0.663926941,91.59396358,0.91345653,0.91345653,14906770.24,1490677.024,20491.62028,701.094695,1650248.591,111800776.8,12294533.94,7289957.601,66067759.66,49827000,21301157.21,0,0.438341752,2.384360686,325603403,30584216.32,388017452.1,471916863.2,148462913.1,30,4765.657432,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,30345382.91,9044242.229,4646211.286,4271347.808,4357418.146
677.3803306,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,565266161,86.33619065,5.843916608,7.028407758,634363989.4,1350051234,0.05890411,107.2336807,0.068721461,101.4037617,0.207534247,103.1387148,0.663926941,94.05274335,0.937758831,0.937758831,14421626.76,1442162.676,19824.71873,677.3803306,1543071.465,108162200.7,14318655,4830140.631,86620144.77,49827000,22697137.38,0,0.461696887,2.251499869,346941957.1,32504686.18,414816312.3,544470211,233469520.1,30,5076.854494,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,36122086.34,10765950.78,5530688.004,4702046.279,4796795.461
730.0394923,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,579821074.7,88.55924218,4.796030202,5.768057085,621921191,1368030201,0.05890411,106.107112,0.068721461,101.2481611,0.207534247,102.2632866,0.663926941,91.94639742,0.919919915,0.919919915,15474221.8,1547422.18,21271.666,730.0394923,1697563.774,116056663.5,9126246.194,2621332.605,70645926.71,49827000,19897628.95,0,0.446499724,2.33543494,304149471.2,28653362.45,363152572.1,458345563.4,170133680.7,30,4452.777726,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,29473135.91,8784274.737,4512660.695,2682094.63,2736140.519
722.2669101,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,558315724.9,85.27461254,4.974744844,5.982880224,618930987.8,1371772198,0.05890411,106.0587272,0.068721461,100.6121812,0.207534247,102.0846106,0.663926941,91.65418432,0.914092373,0.914092373,15324621.31,1532462.131,21066.01816,722.2669101,1701584.398,114934659.9,9184476.915,6135463.261,42487416.77,49827000,21105748.3,0,0.429785651,2.438549395,322616438.4,30315389.5,384127178,457791575.7,129401394.7,30,4722.096158,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,18810597.88,5606375.249,2880109.057,4968218.979,5068331.708
679.4923795,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,582252420.9,88.93059497,4.895246147,5.887325731,633574090,1320410451,0.05890411,105.1542437,0.068721461,102.1407394,0.207534247,103.0426854,0.663926941,93.9949488,0.937152429,0.937152429,14465544.26,1446554.426,19885.08985,679.4923795,1532470.291,108491581.9,9143112.693,6832000.971,82492744.23,49827000,21034585.18,0,0.460734523,2.256607853,321528659.1,30217489.37,383310618.1,469789129.3,153390586.5,30,4706.23221,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,33279623.68,9918773.436,5095475.764,4854239.943,4952055.922
757.4840102,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,541550790.2,82.71401242,5.865587519,7.054462563,604598107.9,1313719021,0.05890411,103.1235678,0.068721461,100.0095136,0.207534247,101.1816618,0.663926941,88.97169516,0.892097176,0.892097176,15984845.96,1598484.596,21973.59353,757.4840102,1772278.537,119886344.7,10088135.72,3830711.24,80319069.99,49827000,21913546,0,0.43156832,2.427062213,334964203.2,31426688.33,400467438.5,523561663.6,221512222.7,30,4902.173407,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,35543745.8,10593580.17,5442137.718,4724602.158,4819805.854
693.5147845,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,557563386.4,85.15970378,6.174754778,7.426278202,633169790.1,1295731762,0.05890411,98.64924329,0.068721461,101.3919499,0.207534247,102.3201853,0.663926941,94.48450287,0.936294187,0.936294187,14753623.61,1475362.361,20281.09761,693.5147845,1539236.982,110652177.1,11466893.1,6025396.889,89727085.01,49827000,23928595.34,0,0.472629487,2.196030686,365765671.6,34198820.49,437020634.1,567454557.1,234443011.5,30,5351.375655,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,36392409.49,10846518.82,5572077.447,5166441.762,5270548.804
702.4084321,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,559480364.8,85.45249436,5.106224803,6.141102298,626634227.9,1339711171,0.05890411,105.2055197,0.068721461,101.3018179,0.207534247,102.8736943,0.663926941,93.16237818,0.926634707,0.926634707,14933126.25,1493312.625,20527.85052,702.4084321,1603053.269,111998446.9,9273498.014,3719756.42,64135200.27,49827000,20636418.36,0,0.465511494,2.231620524,315442395,29669725.59,376429382.6,470870959.1,168437593.4,30,4617.471392,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,26287444.64,7834800.359,4024896.385,5642657.953,5756361.05
713.6154599,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,561730881.1,85.79622803,4.8507882,5.833896273,632636382.6,1345319021,0.05890411,106.7333597,0.068721461,101.8282734,0.207534247,103.0457167,0.663926941,94.00754646,0.936460822,0.936460822,15155674.93,1515567.493,20833.7765,713.6154599,1619193.714,113667562,10680122.73,5436684.275,42773332.71,49827000,19680945.48,0,0.463532544,2.241885147,300837309.5,28355267.9,359063986.8,449115184.1,160604373.2,30,4404.473844,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,19014616.74,5667181.734,2911346.585,4178212.627,4262406.232
697.0190954,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,572449644.2,87.4333633,5.115722829,6.152518721,619846582.6,1371279063,0.05890411,105.3891361,0.068721461,101.2887566,0.207534247,102.4673692,0.663926941,91.06452258,0.915972186,0.915972186,14824653.41,1482465.341,20378.73857,697.0190954,1639510.941,111184900.6,10855821.4,4381688.758,76093261.58,49827000,21229943.37,0,0.439514967,2.377179381,324514848.7,30486246.43,387156872.7,482682354,170230598,30,4749.782182,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,33828867.79,10082472.04,5179571.067,4098850.609,4181445.019
705.2929223,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,501509336.9,76.59826239,5.618775664,6.757501283,584768121.8,1480884509,0.05890411,101.4942723,0.068721461,99.51006704,0.207534247,98.83838162,0.663926941,88.25419194,0.861886314,0.861886314,14990798.72,1499079.872,20607.12984,705.2929223,1752987.718,112430990.4,10262088.59,8325214.574,57983083.66,49827000,20654374.79,0,0.398044201,2.671804237,315716871.7,29694428.5,376516558.9,464448796.3,156258682,30,4621.474304,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,9585552.291,2856910.953,1467653.296,3956510.109,4036236.269
689.0494372,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,562051440.1,85.84518875,4.373999699,5.260382289,631566477,1241221507,0.05890411,86.89899713,0.068721461,100.9712135,0.207534247,101.8514283,0.663926941,95.99125396,0.934440215,0.934440215,14662552.12,1466255.212,20155.90636,689.0494372,1454762.85,109969140.9,7853123.549,9155260.078,51517188.9,49827000,18798256.14,0,0.49588676,2.090249119,287344772.4,27140939.56,342187592.9,405202335.4,110396499.1,30,4207.701473,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,24449011.59,7286867.452,3743412.1,3487605.985,3557883.433
727.3154961,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,557598058.9,85.1649995,5.277138723,6.346619052,630951537.1,1334331897,0.05890411,106.4006154,0.068721461,101.6624408,0.207534247,102.9833082,0.663926941,93.24412761,0.932051566,0.932051566,15422031.54,1542203.154,21199.92282,727.3154961,1668239.558,115665236.5,11521682.72,5846332.835,65709434.81,49827000,21655438.85,0,0.449106678,2.320470237,331018850.9,31071606.63,394631846.6,484994585.5,160409160.8,30,4844.635205,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,29033162.72,8653143.612,4445295.968,6699100.263,6834091.335
726.4687162,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,559603281.3,85.47126808,5.300281276,6.374402513,621446135.6,1377546751,0.05890411,105.9984483,0.068721461,100.9195475,0.207534247,102.2740738,0.663926941,91.63373891,0.916983219,0.916983219,15405754.86,1540575.486,21177.54814,726.4687162,1699742.579,115543161.5,10438605.17,4400021.793,74281324.96,49827000,22371272.97,0,0.435848001,2.399817628,341960886.9,32056389.86,407207005.1,488873274.1,143865626.7,30,5004.211595,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,15371121.05,4581261.753,2353487.393,4717167.333,4812221.214
