type,power,tht,az,zen,sunid,eta1,eta2,eta3,a1,a2,a3
0,66.8,71,145.6153,58.3232,35,0.7909,0.7025,0.5083,26927,29938,42641
0,66.8,71,180.000005,50.9155,36,0.811,0.6136,0.61,27261,35960,36286
0,66.8,71,214.3497,58.3627,37,0.7947,0.5126,0.6985,26982,42082,30442
0,66.8,71,238.8858,76.3673,38,0.5916,0.3448,0.6315,27245,46956,25305
0,66.8,71,126.541,81.4167,39,0.3507,0.4327,0.2635,31312,24871,43324
0,66.8,71,149.5643,64.8729,40,0.7836,0.6748,0.4867,26260,30062,43184
0,66.8,71,180.000005,58.3033,41,0.8098,0.5947,0.5922,26671,36247,36588
0,66.8,71,210.4317,64.8717,42,0.7876,0.4888,0.6757,26322,42633,30551
0,66.8,71,233.4556,81.4148,43,0.3565,0.2623,0.4556,31614,43340,24553
0,828,157,70.425,76.8492,0,0.428,0.573,0.305,508296,366171,724311
0,828,157,85.3915,52.8545,1,0.539,0.6163,0.394,495445,418691,684642
0,828,157,105.5788,28.4391,2,0.5544,0.5823,0.4662,510391,476448,611938
0,828,157,180.000005,11.4294,3,0.5645,0.5317,0.5274,512416,540771,545590
0,828,157,254.415,28.4343,4,0.5553,0.4675,0.5761,509343,607818,481617
0,828,157,274.6048,52.8492,5,0.5415,0.3919,0.6125,493280,682686,422811
0,828,157,289.571,76.8447,6,0.4343,0.3014,0.5817,504315,726266,368196
0,828,157,76.173,80.5559,7,0.3946,0.508,0.2512,475122,358628,765027
0,828,157,92.6509,56.1569,8,0.5607,0.6138,0.374,469115,414780,714882
0,828,157,116.5394,32.3797,9,0.5709,0.582,0.4527,494328,476309,628141
0,828,157,180.000005,18.2432,10,0.5759,0.5243,0.52,498867,547615,552295
0,828,157,243.393,32.407,11,0.5711,0.454,0.575,493140,624160,481477
0,828,157,267.2524,56.2034,12,0.5645,0.371,0.6078,466601,713416,418761
0,828,157,283.709,80.6307,13,0.4031,0.2443,0.5132,467090,774386,357301
0,828,157,98.8891,59.5785,14,0.5765,0.6112,0.3549,446976,408774,743028
0,828,157,124.6163,36.7119,15,0.5816,0.5814,0.4403,479871,475471,643436
0,828,157,180.000005,24.546,16,0.5847,0.517,0.5127,486785,553692,558301
0,828,157,235.3146,36.7534,17,0.5826,0.4412,0.5743,478544,639595,480639
0,828,157,260.9989,59.6425,18,0.5795,0.3502,0.6071,442925,743936,411916
0,828,157,104.9787,63.4725,19,0.5948,0.608,0.3317,420996,399555,778227
0,828,157,131.4383,41.7413,20,0.5922,0.5787,0.4261,464855,474214,659709
0,828,157,180.000005,31.1691,21,0.5952,0.5081,0.5037,474074,560117,564587
0,828,157,228.4937,41.7875,22,0.5959,0.4273,0.5717,463388,655867,479521
0,828,157,254.9035,63.5441,23,0.6006,0.3249,0.6051,416107,781091,401580
0,828,157,110.3156,67.3367,24,0.5981,0.6039,0.3064,403955,386425,808398
0,828,157,136.6854,46.7518,25,0.6022,0.5705,0.4127,451097,472956,674724
0,828,157,179.96573,37.3717,26,0.6052,0.4986,0.4945,461922,566193,570663
0,828,157,223.2577,46.8026,27,0.6094,0.4138,0.5674,449351,670953,478474
0,828,157,249.5732,67.415,28,0.5869,0.3033,0.6075,419808,798132,380838
0,828,157,115.8588,71.7842,29,0.5546,0.5972,0.2879,426653,363727,808398
0,828,157,141.5371,52.5042,30,0.617,0.5627,0.3981,436430,471560,690787
0,828,157,179.97203,44.2045,31,0.6096,0.4869,0.4821,449211,572688,576878
0,828,157,218.4204,52.5555,32,0.6157,0.398,0.5615,434824,686876,477077
0,828,157,244.0448,71.8635,33,0.5434,0.2848,0.607,440411,798132,360235
0,828,157,121.0339,76.3037,34,0.5122,0.5623,0.2661,434405,355974,808398
0,828,157,145.6153,58.3232,35,0.6178,0.5582,0.3829,422602,470442,705733
0,828,157,180.000005,50.9155,36,0.6221,0.4735,0.4691,436570,579253,582954
0,828,157,214.3497,58.3627,37,0.6219,0.382,0.5542,421205,701962,475610
0,828,157,238.8858,76.3673,38,0.5019,0.2635,0.5707,447814,798132,352832
0,828,157,126.541,81.4167,39,0.4244,0.4692,0.2259,427491,362889,808398
0,828,157,149.5643,64.8729,40,0.6218,0.5426,0.3637,407237,469814,721727
0,828,157,180.000005,58.3033,41,0.6279,0.4562,0.4566,423370,586516,588891
0,828,157,210.4317,64.8717,42,0.628,0.3623,0.5414,406469,718514,473795
0,828,157,233.4556,81.4148,43,0.4164,0.2249,0.4794,443903,798132,356743
0,828,235,70.425,76.8492,0,0.4542,0.5551,0.2738,396412,312324,660477
0,828,235,85.3915,52.8545,1,0.585,0.7162,0.4376,436290,346127,586796
0,828,235,105.5788,28.4391,2,0.5995,0.6914,0.5402,460874,394806,513534
0,828,235,180.000005,11.4294,3,0.6134,0.627,0.6221,462690,451516,455008
0,828,235,254.415,28.4343,4,0.6055,0.5414,0.683,457941,511229,400044
0,828,235,274.6048,52.8492,5,0.5924,0.4327,0.7104,430145,589380,349689
0,828,235,289.571,76.8447,6,0.4632,0.2688,0.5674,427560,642458,299195
0,828,235,76.173,80.5559,7,0.3526,0.4533,0.2142,412056,296680,660477
0,828,235,92.6509,56.1569,8,0.6046,0.7152,0.4181,416386,342984,609843
0,828,235,116.5394,32.3797,9,0.6158,0.6913,0.5285,448233,395574,525406
0,828,235,180.000005,18.2432,10,0.629,0.6211,0.6169,451446,457382,460385
0,828,235,243.393,32.407,11,0.6213,0.5294,0.6826,445160,523102,400951
0,828,235,267.2524,56.2034,12,0.6177,0.4093,0.7103,408005,615779,345429
0,828,235,283.709,80.6307,13,0.3457,0.2089,0.484,458081,642458,268674
0,828,235,98.8891,59.5785,14,0.6231,0.7119,0.3983,397040,339073,633100
0,828,235,124.6163,36.7119,15,0.6301,0.6892,0.5183,436919,396272,536022
0,828,235,180.000005,24.546,16,0.6424,0.6142,0.6111,441319,462690,465204
0,828,235,235.3146,36.7534,17,0.6366,0.5196,0.6809,434056,533508,401650
0,828,235,260.9989,59.6425,18,0.648,0.3847,0.6942,381326,642458,345429
0,828,235,104.9787,63.4725,19,0.6493,0.6957,0.3735,371688,337048,660477
0,828,235,131.4383,41.7413,20,0.6438,0.6855,0.507,425326,397180,546708
0,828,235,180.000005,31.1691,21,0.6552,0.6067,0.6032,431332,467579,470303
0,828,235,228.4937,41.7875,22,0.6501,0.5082,0.6776,422951,543774,402488
0,828,235,254.9035,63.5441,23,0.6601,0.3717,0.6871,390406,642458,336349
0,828,235,110.3156,67.3367,24,0.6415,0.6696,0.3566,376368,332369,660477
0,828,235,136.6854,46.7518,25,0.6557,0.6786,0.4966,415129,398158,555926
0,828,235,179.96573,37.3717,26,0.6649,0.5987,0.5945,422462,471909,474842
0,828,235,223.2577,46.8026,27,0.6611,0.4973,0.6718,412894,552993,403326
0,828,235,249.5732,67.415,28,0.65,0.3547,0.674,399205,642458,327550
0,828,235,115.8588,71.7842,29,0.6122,0.6335,0.3344,379580,329156,660477
0,828,235,141.5371,52.5042,30,0.6658,0.668,0.4843,404513,399275,565425
0,828,235,179.97203,44.2045,31,0.6763,0.5867,0.5838,412964,476658,479591
0,828,235,218.4204,52.5555,32,0.6713,0.4849,0.6625,402558,562282,404374
0,828,235,244.0448,71.8635,33,0.5966,0.3323,0.644,405142,642458,321613
0,828,235,121.0339,76.3037,34,0.5279,0.5596,0.3054,368057,340680,660477
0,828,235,145.6153,58.3232,35,0.6727,0.6562,0.4712,394666,400602,573945
0,828,235,180.000005,50.9155,36,0.6819,0.5737,0.5715,404164,481407,483642
0,828,235,214.3497,58.3627,37,0.6781,0.472,0.6531,393269,570453,405491
0,828,235,238.8858,76.3673,38,0.5169,0.3032,0.5724,397390,642458,329365
0,828,235,126.541,81.4167,39,0.396,0.3553,0.2563,367568,406050,595596
0,828,235,149.5643,64.8729,40,0.6737,0.6328,0.4528,382793,404024,582396
0,828,235,180.000005,58.3033,41,0.6873,0.556,0.5582,394806,486645,487763
0,828,235,210.4317,64.8717,42,0.6783,0.4513,0.6337,381885,578904,408424
0,828,235,233.4556,81.4148,43,0.3973,0.2529,0.3708,372317,599437,397459
0,828,196,70.425,76.8492,0,0.4343,0.5818,0.3222,478753,346406,657544
0,828,196,85.3915,52.8545,1,0.591,0.6576,0.4254,451585,393898,637220
0,828,196,105.5788,28.4391,2,0.6288,0.6187,0.4968,454728,450678,577297
0,828,196,180.000005,11.4294,3,0.6417,0.565,0.5618,455147,512276,515280
0,828,196,254.415,28.4343,4,0.6296,0.4975,0.6138,454239,574155,454309
0,828,196,274.6048,52.8492,5,0.5935,0.4224,0.6551,449909,636522,396272
0,828,196,289.571,76.8447,6,0.4421,0.3169,0.5911,474982,661594,346127
0,828,196,76.173,80.5559,7,0.3693,0.4822,0.2635,465623,347175,669905
0,828,196,92.6509,56.1569,8,0.6168,0.6537,0.4045,427630,391174,663899
0,828,196,116.5394,32.3797,9,0.644,0.6145,0.4834,440271,451585,590846
0,828,196,180.000005,18.2432,10,0.6555,0.556,0.5533,442646,518632,521425
0,828,196,243.393,32.407,11,0.6456,0.4839,0.6087,439713,587494,455496
0,828,196,267.2524,56.2034,12,0.621,0.4015,0.6516,425884,662991,393828
0,828,196,283.709,80.6307,13,0.3758,0.2577,0.4883,461573,675842,345289
0,828,196,98.8891,59.5785,14,0.6354,0.6469,0.387,407656,388660,686388
0,828,196,124.6163,36.7119,15,0.6577,0.6097,0.471,427770,451865,603068
0,828,196,180.000005,24.546,16,0.6663,0.5478,0.5445,431611,524010,527082
0,828,196,235.3146,36.7534,17,0.6578,0.4714,0.6055,427281,599576,455846
0,828,196,260.9989,59.6425,18,0.641,0.3837,0.6469,406329,685061,391314
0,828,196,104.9787,63.4725,19,0.6502,0.6381,0.3697,389707,385098,707898
0,828,196,131.4383,41.7413,20,0.6685,0.6046,0.4573,415338,451585,615779
0,828,196,180.000005,31.1691,21,0.6766,0.5382,0.5343,420576,529457,532670
0,828,196,228.4937,41.7875,22,0.6699,0.4577,0.5981,414780,612287,455636
0,828,196,254.9035,63.5441,23,0.6566,0.3663,0.6408,388729,706362,387612
0,828,196,110.3156,67.3367,24,0.6469,0.623,0.3502,377276,380069,725358
0,828,196,136.6854,46.7518,25,0.6782,0.5963,0.4442,404024,451097,627582
0,828,196,179.96573,37.3717,26,0.6857,0.5271,0.5241,410520,534346,537838
0,828,196,223.2577,46.8026,27,0.6802,0.4449,0.5924,403536,623671,455496
0,828,196,249.5732,67.415,28,0.6543,0.3457,0.627,375949,724730,382025
0,828,196,115.8588,71.7842,29,0.6278,0.5957,0.3246,366660,373923,742120
0,828,196,141.5371,52.5042,30,0.6869,0.59,0.4294,392082,450747,639874
0,828,196,179.97203,44.2045,31,0.6909,0.5149,0.5119,400253,539444,543006
0,828,196,218.4204,52.5555,32,0.6896,0.4302,0.5843,391802,635614,455287
0,828,196,244.0448,71.8635,33,0.6349,0.3194,0.6016,365473,741840,375390
0,828,196,121.0339,76.3037,34,0.5706,0.5473,0.2951,368057,370990,743656
0,828,196,145.6153,58.3232,35,0.6924,0.5757,0.4147,381047,450468,651188
0,828,196,180.000005,50.9155,36,0.6955,0.5004,0.4975,390615,544403,547685
0,828,196,214.3497,58.3627,37,0.6965,0.4152,0.5716,380768,646649,455287
0,828,196,238.8858,76.3673,38,0.5764,0.2911,0.5516,367568,743028,372108
0,828,196,126.541,81.4167,39,0.4019,0.4204,0.2443,406120,376228,700356
0,828,196,149.5643,64.8729,40,0.692,0.5569,0.3953,368895,451166,662642
0,828,196,180.000005,58.3033,41,0.6988,0.4829,0.4825,380349,549990,552365
0,828,196,210.4317,64.8717,42,0.6975,0.3947,0.559,368825,657753,456125
0,828,196,233.4556,81.4148,43,0.4076,0.244,0.4267,406958,697771,377974
