66.8,334,850,,,,,,,,,,,,,,,,,
180,24.55,0.663,0.683,0.68,35064,33696,34000,0.648,0.654,0.655,167040,181344,183296,0.623,0.619,0.621,474614,474320,475496
235.31,36.75,0.642,0.612,0.705,34872,36232,31656,0.626,0.577,0.689,169856,181280,180544,0.601,0.546,0.659,472850,518714,432866
261,59.64,0.58,0.494,0.689,34280,39576,28904,0.564,0.452,0.678,169568,187936,174176,0.552,0.439,0.674,463736,575750,384944
104.98,63.47,0.586,0.688,0.501,34168,28808,39784,0.565,0.68,0.464,163808,176576,191296,0.563,0.66,0.444,456484,385826,582120
131.44,41.74,0.651,0.713,0.618,34864,31536,36360,0.638,0.694,0.585,167488,175040,189152,0.621,0.661,0.551,467852,434238,522340
180,31.17,0.67,0.69,0.687,35024,33720,34016,0.655,0.662,0.663,167744,178912,185024,0.631,0.623,0.629,472164,476672,475594
228.49,41.79,0.648,0.619,0.711,34880,36184,31696,0.633,0.579,0.695,170336,179296,182048,0.611,0.549,0.669,469518,521360,433552
254.9,63.54,0.584,0.497,0.698,34376,39600,28784,0.57,0.455,0.687,161408,190656,179616,0.573,0.439,0.676,456680,580160,387590
110.32,67.34,0.579,0.683,0.496,34280,28680,39800,0.567,0.669,0.459,159968,177568,194144,0.563,0.653,0.438,454132,387198,583100
136.69,46.75,0.655,0.719,0.621,34816,31528,36416,0.643,0.698,0.588,166752,177728,187200,0.625,0.666,0.554,468048,433062,523320
179.97,37.37,0.68,0.692,0.694,34816,33960,33984,0.662,0.667,0.668,166400,182176,183104,0.641,0.628,0.631,471282,476574,476574
223.26,46.8,0.654,0.623,0.718,34896,36160,31704,0.638,0.586,0.7,167936,183136,180608,0.625,0.553,0.666,467558,520674,436198
249.57,67.41,0.58,0.494,0.69,34408,39440,28912,0.561,0.456,0.679,164704,189408,177568,0.569,0.435,0.662,456876,579376,388178
115.86,71.78,0.559,0.656,0.484,34440,28872,39448,0.549,0.641,0.447,163744,176640,191296,0.545,0.627,0.431,455994,390824,577612
141.54,52.5,0.661,0.72,0.623,34696,31568,36496,0.648,0.699,0.589,165216,176928,189536,0.633,0.661,0.555,463638,436394,524398
179.97,44.2,0.682,0.698,0.695,34864,33824,34072,0.666,0.668,0.669,168544,180256,182880,0.641,0.629,0.627,468146,477554,478730
218.42,52.56,0.66,0.624,0.72,34736,36232,31792,0.645,0.588,0.703,165952,185728,180000,0.632,0.553,0.67,464716,523418,436296
244.04,71.86,0.563,0.48,0.664,34320,39280,29160,0.551,0.441,0.652,159136,191072,181472,0.549,0.422,0.639,456778,576044,391608
121.03,76.3,0.514,0.597,0.453,34624,29288,38848,0.509,0.584,0.423,164032,176800,190848,0.507,0.558,0.403,453936,401898,568596
145.62,58.32,0.662,0.721,0.624,34680,31520,36560,0.65,0.698,0.59,164640,178496,188544,0.636,0.657,0.557,462266,437668,524496
180,50.92,0.684,0.696,0.697,34808,33912,34040,0.67,0.669,0.667,166144,182176,183360,0.643,0.627,0.629,466578,477652,480200
214.35,58.36,0.663,0.627,0.722,34760,36168,31832,0.649,0.587,0.704,167904,183936,179840,0.629,0.551,0.673,462364,524104,437962
238.89,76.37,0.512,0.45,0.607,34896,38440,29424,0.504,0.415,0.598,165920,180832,184928,0.511,0.394,0.574,453740,567420,403270
126.54,81.42,0.369,0.434,0.358,36024,30048,36688,0.374,0.422,0.346,160960,184960,185760,0.385,0.391,0.321,454720,430122,539588
149.56,64.87,0.658,0.708,0.619,34640,31664,36456,0.643,0.687,0.588,165888,178240,187552,0.619,0.649,0.554,463736,439040,521654
180,58.3,0.682,0.693,0.695,34896,33792,34072,0.672,0.665,0.669,166528,180800,184352,0.642,0.62,0.628,465304,479024,480102
210.43,64.87,0.656,0.621,0.713,34864,35936,31960,0.642,0.583,0.694,166048,184192,181440,0.622,0.548,0.662,463246,521360,439824
233.46,81.41,0.371,0.36,0.442,36296,36088,30376,0.378,0.34,0.433,161856,183200,186624,0.39,0.316,0.406,453642,540176,430612
